gold_price,usd_index,vix,oil_price,interest_rate,inflation
273.8999938964844,100.22000122070312,24.209999084472656,32.04999923706055,6.547999858856201,169.3
273.8999938964844,100.41000366210938,27.010000228881836,32.04999923706055,6.485000133514404,169.3
273.8999938964844,100.37999725341797,26.40999984741211,32.04999923706055,6.598999977111816,169.3
273.8999938964844,100.6500015258789,25.729999542236328,32.04999923706055,6.548999786376953,169.3
273.8999938964844,100.80000305175781,21.719999313354492,32.04999923706055,6.504000186920166,169.3
273.8999938964844,100.98999786376953,21.709999084472656,32.04999923706055,6.558000087738037,169.3
273.8999938964844,100.55999755859375,22.5,32.04999923706055,6.664000034332275,169.3
273.8999938964844,100.62000274658203,22.84000015258789,32.04999923706055,6.696000099182129,169.3
273.8999938964844,101.0,21.709999084472656,32.04999923706055,6.618000030517578,169.3
273.8999938964844,101.72000122070312,19.65999984741211,32.04999923706055,6.673999786376953,169.3
273.8999938964844,102.05000305175781,19.65999984741211,32.04999923706055,6.673999786376953,169.3
273.8999938964844,101.86000061035156,21.5,32.04999923706055,6.748000144958496,169.3
273.8999938964844,101.76000213623047,21.719999313354492,32.04999923706055,6.724999904632568,169.3
273.8999938964844,101.36000061035156,21.75,32.04999923706055,6.748000144958496,169.3
273.8999938964844,101.76000213623047,20.81999969482422,32.04999923706055,6.781000137329102,169.3
273.8999938964844,102.19999694824219,24.06999969482422,32.04999923706055,6.684000015258789,169.3
273.8999938964844,102.41000366210938,23.020000457763672,32.04999923706055,6.684000015258789,169.3
273.8999938964844,102.44000244140625,23.030000686645508,32.04999923706055,6.679999828338623,169.3
273.8999938964844,103.16999816894531,23.540000915527344,32.04999923706055,6.684999942779541,169.3
273.8999938964844,104.4800033569336,26.139999389648438,32.04999923706055,6.6479997634887695,169.3
273.8999938964844,105.12999725341797,24.950000762939453,32.04999923706055,6.666999816894531,169.3
273.8999938964844,104.91999816894531,23.450000762939453,32.04999923706055,6.617000102996826,170.0
273.8999938964844,104.79000091552734,23.1200008392334,32.04999923706055,6.5980000495910645,170.0
273.8999938964844,103.80000305175781,22.010000228881836,32.04999923706055,6.474999904632568,170.0
273.8999938964844,104.29000091552734,21.540000915527344,32.04999923706055,6.517000198364258,170.0
273.8999938964844,104.63999938964844,22.790000915527344,32.04999923706055,6.63100004196167,170.0
273.8999938964844,104.22000122070312,21.25,32.04999923706055,6.598999977111816,170.0
273.8999938964844,103.68000030517578,22.899999618530273,32.04999923706055,6.669000148773193,170.0
273.8999938964844,104.12999725341797,23.06999969482422,32.04999923706055,6.656000137329102,170.0
273.8999938964844,104.19000244140625,24.420000076293945,32.04999923706055,6.620999813079834,170.0
273.8999938964844,104.72000122070312,24.3799991607666,32.04999923706055,6.539000034332275,170.0
273.8999938964844,104.69000244140625,22.920000076293945,32.04999923706055,6.552000045776367,170.0
273.8999938964844,104.27999877929688,23.510000228881836,32.04999923706055,6.546999931335449,170.0
273.8999938964844,104.2699966430664,23.170000076293945,32.04999923706055,6.568999767303467,170.0
273.8999938964844,104.62999725341797,26.0,32.04999923706055,6.482999801635742,170.0
273.8999938964844,104.58000183105469,26.0,32.04999923706055,6.482999801635742,170.0
273.8999938964844,103.27999877929688,25.860000610351562,32.04999923706055,6.3420000076293945,170.0
273.8999938964844,103.52999877929688,23.889999389648438,32.04999923706055,6.427000045776367,170.0
273.8999938964844,104.01000213623047,24.3799991607666,32.04999923706055,6.3460001945495605,170.0
273.8999938964844,105.26000213623047,25.200000762939453,32.04999923706055,6.341000080108643,170.0
273.8999938964844,105.2699966430664,24.68000030517578,32.04999923706055,6.414000034332275,170.0
273.8999938964844,105.91999816894531,23.3700008392334,32.04999923706055,6.408999919891357,170.0
273.8999938964844,104.88999938964844,21.639999389648438,32.04999923706055,6.379000186920166,171.0
273.8999938964844,105.6500015258789,21.059999465942383,32.04999923706055,6.395999908447266,171.0
273.8999938964844,106.0,19.209999084472656,32.04999923706055,6.370999813079834,171.0
273.8999938964844,106.16000366210938,21.5,32.04999923706055,6.408999919891357,171.0
273.8999938964844,106.08999633789062,24.309999465942383,32.04999923706055,6.382999897003174,171.0
273.8999938964844,105.93000030517578,23.81999969482422,32.04999923706055,6.375,171.0
273.8999938964844,105.37000274658203,22.209999084472656,32.04999923706055,6.341000080108643,171.0
273.8999938964844,105.70999908447266,21.239999771118164,32.04999923706055,6.38700008392334,171.0
273.8999938964844,105.5,22.850000381469727,32.04999923706055,6.361999988555908,171.0
273.8999938964844,105.30000305175781,24.40999984741211,32.04999923706055,6.297999858856201,171.0
273.8999938964844,105.37999725341797,22.34000015258789,32.04999923706055,6.276000022888184,171.0
273.8999938964844,105.18000030517578,20.770000457763672,32.04999923706055,6.23799991607666,171.0
273.8999938964844,105.19999694824219,22.3700008392334,32.04999923706055,6.188000202178955,171.0
273.8999938964844,105.1500015258789,22.959999084472656,32.04999923706055,6.171000003814697,171.0
273.8999938964844,105.80999755859375,21.700000762939453,32.04999923706055,6.13700008392334,171.0
273.8999938964844,106.04000091552734,21.489999771118164,32.04999923706055,6.119999885559082,171.0
273.8999938964844,105.2300033569336,22.260000228881836,32.04999923706055,6.070000171661377,171.0
273.8999938964844,104.7699966430664,23.309999465942383,32.04999923706055,6.173999786376953,171.0
273.8999938964844,105.44999694824219,24.530000686645508,32.04999923706055,6.195000171661377,171.0
273.8999938964844,105.52999877929688,24.860000610351562,32.04999923706055,6.170000076293945,171.0
273.8999938964844,106.25,24.100000381469727,32.04999923706055,6.14900016784668,171.0
273.8999938964844,105.47000122070312,25.469999313354492,32.04999923706055,6.065000057220459,171.0
273.8999938964844,105.44000244140625,24.110000610351562,32.04999923706055,6.0229997634887695,171.0
273.8999938964844,105.54000091552734,24.030000686645508,32.04999923706055,5.986000061035156,170.9
273.8999938964844,105.16999816894531,27.1200008392334,32.04999923706055,5.841000080108643,170.9
273.8999938964844,105.29000091552734,28.40999984741211,32.04999923706055,5.881999969482422,170.9
273.8999938964844,105.5199966430664,27.149999618530273,32.04999923706055,5.914999961853027,170.9
273.8999938964844,105.97000122070312,24.389999389648438,32.04999923706055,5.848999977111816,170.9
273.8999938964844,105.68000030517578,25.989999771118164,32.04999923706055,5.791999816894531,170.9
273.8999938964844,105.94000244140625,27.25,32.04999923706055,5.876999855041504,170.9
273.8999938964844,105.95999908447266,28.979999542236328,32.04999923706055,5.9679999351501465,170.9
273.8999938964844,106.13999938964844,29.399999618530273,32.04999923706055,5.914000034332275,170.9
273.8999938964844,105.75,33.4900016784668,32.04999923706055,5.885000228881836,170.9
273.8999938964844,106.12999725341797,28.950000762939453,32.04999923706055,5.992000102996826,170.9
273.8999938964844,106.62999725341797,26.1200008392334,32.04999923706055,6.046000003814697,170.9
273.8999938964844,107.12999725341797,27.020000457763672,32.04999923706055,5.974999904632568,170.9
273.8999938964844,107.44999694824219,25.850000381469727,32.04999923706055,5.98799991607666,170.9
273.8999938964844,107.27999877929688,27.3700008392334,32.04999923706055,5.986999988555908,170.9
273.8999938964844,108.69000244140625,25.239999771118164,32.04999923706055,6.117000102996826,170.9
273.8999938964844,108.55000305175781,26.969999313354492,32.04999923706055,6.130000114440918,170.9
273.8999938964844,109.56999969482422,26.190000534057617,32.04999923706055,6.235000133514404,170.9
273.8999938964844,110.13999938964844,26.200000762939453,32.04999923706055,6.214000225067139,170.9
273.8999938964844,109.62999725341797,25.8799991607666,32.04999923706055,6.255000114440918,171.2
273.8999938964844,110.26000213623047,28.5,32.04999923706055,6.311999797821045,171.2
273.8999938964844,111.26000213623047,31.6299991607666,32.04999923706055,6.4029998779296875,171.2
273.8999938964844,111.80000305175781,30.770000457763672,32.04999923706055,6.446000099182129,171.2
273.8999938964844,111.30999755859375,27.530000686645508,32.04999923706055,6.506999969482422,171.2
273.8999938964844,111.44999694824219,28.200000762939453,32.04999923706055,6.559999942779541,171.2
273.8999938964844,110.75,28.93000030517578,32.04999923706055,6.52400016784668,171.2
273.8999938964844,110.80000305175781,29.8700008392334,32.04999923706055,6.436999797821045,171.2
273.8999938964844,111.5199966430664,27.760000228881836,32.04999923706055,6.4070000648498535,171.2
273.8999938964844,109.9000015258789,26.049999237060547,32.04999923706055,6.498000144958496,171.2
273.8999938964844,110.55999755859375,24.860000610351562,32.04999923706055,6.459000110626221,171.2
273.8999938964844,111.30999755859375,24.34000015258789,32.04999923706055,6.4019999504089355,171.2
273.8999938964844,112.0999984741211,23.979999542236328,32.04999923706055,6.4629998207092285,171.2
273.8999938964844,112.20999908447266,23.959999084472656,32.04999923706055,6.546000003814697,171.2
273.8999938964844,111.47000122070312,25.440000534057617,32.04999923706055,6.511000156402588,171.2
273.8999938964844,111.05999755859375,26.0,32.04999923706055,6.420000076293945,171.2
273.8999938964844,111.13999938964844,25.8700008392334,32.04999923706055,6.446000099182129,171.2
273.8999938964844,111.22000122070312,24.31999969482422,32.04999923706055,6.459000110626221,171.2
273.8999938964844,110.75,24.579999923706055,32.04999923706055,6.372000217437744,171.2
273.8999938964844,109.12000274658203,24.469999313354492,32.04999923706055,6.320000171661377,171.2
273.8999938964844,108.93000030517578,23.6200008392334,32.04999923706055,6.367000102996826,171.2
273.8999938964844,108.73999786376953,23.649999618530273,32.04999923706055,6.284999847412109,171.2
273.8999938964844,109.05000305175781,22.360000610351562,32.04999923706055,6.195000171661377,172.2
273.8999938964844,108.12000274658203,21.479999542236328,32.04999923706055,6.1479997634887695,172.2
273.8999938964844,107.45999908447266,22.709999084472656,32.04999923706055,6.10099983215332,172.2
273.8999938964844,106.58999633789062,23.049999237060547,32.04999923706055,6.126999855041504,172.2
273.8999938964844,106.18000030517578,22.479999542236328,32.04999923706055,6.113999843597412,172.2
273.8999938964844,106.70999908447266,22.770000457763672,32.04999923706055,6.105000019073486,172.2
273.8999938964844,106.98999786376953,22.139999389648438,32.04999923706055,6.11299991607666,172.2
273.8999938964844,106.97000122070312,22.31999969482422,32.04999923706055,6.074999809265137,172.2
273.8999938964844,106.4000015258789,21.670000076293945,32.04999923706055,6.10099983215332,172.2
273.8999938964844,106.45999908447266,21.479999542236328,32.04999923706055,6.040999889373779,172.2
273.8999938964844,106.87999725341797,20.68000030517578,32.04999923706055,6.0370001792907715,172.2
273.8999938964844,105.95999908447266,20.5,32.04999923706055,5.968999862670898,172.2
273.8999938964844,106.33000183105469,20.6299991607666,32.04999923706055,5.989999771118164,172.2
273.8999938964844,106.33000183105469,20.8799991607666,32.04999923706055,6.014999866485596,172.2
273.8999938964844,107.43000030517578,20.610000610351562,32.04999923706055,6.0960001945495605,172.2
273.8999938964844,107.70999908447266,22.0,32.04999923706055,6.11299991607666,172.2
273.8999938964844,108.01000213623047,22.34000015258789,32.04999923706055,6.177000045776367,172.2
273.8999938964844,108.11000061035156,22.450000762939453,32.04999923706055,6.09499979019165,172.2
273.8999938964844,107.36000061035156,21.799999237060547,32.04999923706055,6.078000068664551,172.2
273.8999938964844,107.5999984741211,20.290000915527344,32.04999923706055,6.104000091552734,172.2
273.8999938964844,106.83999633789062,19.700000762939453,32.04999923706055,6.031000137329102,172.2
273.8999938964844,106.83999633789062,19.540000915527344,32.04999923706055,6.01800012588501,172.2
273.8999938964844,107.05999755859375,19.829999923706055,32.04999923706055,5.980000019073486,172.7
273.8999938964844,107.29000091552734,19.829999923706055,32.04999923706055,5.980000019073486,172.7
273.8999938964844,107.12000274658203,21.15999984741211,32.04999923706055,5.97599983215332,172.7
273.8999938964844,107.37000274658203,20.940000534057617,32.04999923706055,6.031000137329102,172.7
273.8999938964844,107.6500015258789,19.219999313354492,32.04999923706055,5.997000217437744,172.7
273.8999938964844,107.01000213623047,20.329999923706055,32.04999923706055,6.026000022888184,172.7
273.8999938964844,107.13999938964844,20.110000610351562,32.04999923706055,6.047999858856201,172.7
273.8999938964844,108.12000274658203,20.030000686645508,32.04999923706055,6.077000141143799,172.7
273.8999938964844,108.54000091552734,20.030000686645508,32.04999923706055,5.992000102996826,172.7
273.8999938964844,108.44999694824219,19.31999969482422,32.04999923706055,6.093999862670898,172.7
273.8999938964844,108.69999694824219,19.450000762939453,32.04999923706055,6.145999908447266,172.7
273.8999938964844,109.37999725341797,19.75,32.04999923706055,6.140999794006348,172.7
273.8999938964844,109.58999633789062,19.649999618530273,32.04999923706055,6.150000095367432,172.7
273.8999938964844,108.61000061035156,18.940000534057617,32.04999923706055,6.013000011444092,172.7
273.8999938964844,108.41999816894531,18.940000534057617,32.04999923706055,6.0,172.7
273.8999938964844,108.69000244140625,19.920000076293945,32.04999923706055,6.025000095367432,172.7
273.8999938964844,108.37999725341797,19.389999389648438,32.04999923706055,6.020999908447266,172.7
273.8999938964844,108.11000061035156,19.670000076293945,32.04999923706055,6.020999908447266,172.7
273.8999938964844,108.88999938964844,19.600000381469727,32.04999923706055,6.0,172.7
273.8999938964844,109.73999786376953,20.84000015258789,32.04999923706055,6.025000095367432,172.7
273.8999938964844,109.56999969482422,20.739999771118164,32.04999923706055,6.0289998054504395,172.7
273.8999938964844,110.05000305175781,20.549999237060547,32.04999923706055,5.991000175476074,172.7
273.8999938964844,110.66999816894531,20.0,32.04999923706055,5.968999862670898,172.7
273.8999938964844,110.9800033569336,19.989999771118164,32.04999923706055,5.943999767303467,172.7
273.8999938964844,110.8499984741211,18.6200008392334,32.04999923706055,5.901000022888184,172.7
273.8999938964844,110.80000305175781,19.030000686645508,32.04999923706055,5.947999954223633,172.7
273.8999938964844,111.31999969482422,18.790000915527344,32.04999923706055,5.914000034332275,172.7
273.8999938964844,111.44000244140625,19.18000030517578,32.04999923706055,5.908999919891357,172.7
273.8999938964844,110.9000015258789,19.190000534057617,32.04999923706055,5.75,172.7
273.8999938964844,111.20999908447266,18.549999237060547,32.04999923706055,5.7870001792907715,172.7
273.8999938964844,111.08000183105469,17.8799991607666,32.04999923706055,5.770999908447266,172.7
273.8999938964844,110.51000213623047,17.979999542236328,32.04999923706055,5.800000190734863,172.7
273.8999938964844,110.26000213623047,18.020000457763672,32.04999923706055,5.816999912261963,172.7
273.8999938964844,110.11000061035156,17.479999542236328,32.04999923706055,5.803999900817871,172.7
273.8999938964844,111.01000213623047,17.049999237060547,32.04999923706055,5.765999794006348,172.7
273.8999938964844,111.45999908447266,17.350000381469727,32.04999923706055,5.770999908447266,172.7
273.8999938964844,111.79000091552734,17.469999313354492,32.04999923706055,5.76200008392334,172.7
273.8999938964844,111.41999816894531,17.3799991607666,32.04999923706055,5.724999904632568,172.7
273.8999938964844,111.2300033569336,17.040000915527344,31.6299991607666,5.716000080108643,172.7
273.8999938964844,111.3499984741211,16.530000686645508,32.04999923706055,5.7210001945495605,172.7
273.8999938964844,111.45999908447266,16.540000915527344,32.869998931884766,5.765999794006348,172.7
273.8999938964844,112.19999694824219,16.889999389648438,32.720001220703125,5.808000087738037,172.7
273.8999938964844,112.13999938964844,17.690000534057617,33.400001525878906,5.800000190734863,172.7
278.29998779296875,112.5999984741211,16.84000015258789,33.099998474121094,5.729000091552734,172.7
277.0,111.41999816894531,17.530000686645508,33.380001068115234,5.675000190734863,173.6
275.79998779296875,112.41000366210938,19.81999969482422,33.79999923706055,5.683000087738037,173.6
274.20001220703125,114.12000274658203,20.790000915527344,34.95000076293945,5.711999893188477,173.6
274.0,113.6500015258789,19.420000076293945,35.33000183105469,5.749000072479248,173.6
273.29998779296875,114.33999633789062,18.459999084472656,33.70000076293945,5.723999977111816,173.6
